Original_Order,Eastings,Northings2
47617,503337,425887
79208,496963,425887
79229,496963,425887
47101,503151,425889
79096,498121,425891
79102,498121,425891
79159,498121,425891
47265,503120,425905
47112,503262,425906
41950,476011,425910
47208,503331,425911
47228,503331,425911
47229,503331,425911
47243,503331,425911
47289,503331,425911
47239,503337,425912
47240,503337,425912
46734,503284,425921
46861,503245,425921
47135,503120,425936
75929,473252,425937
75930,473252,425937
75933,473252,425937
47522,501613,425946
79146,498247,425947
79161,498247,425947
79241,498247,425947
79305,498247,425947
79306,498247,425947
89973,498247,425947
46854,502876,425960
46942,503161,425962
47313,503247,425965
47314,503247,425965
47452,503247,425965
47453,503247,425965
47555,503247,425965
47556,503247,425965
47024,503246,425975
79172,498343,425978
46898,502265,425980
46771,503101,425982
79181,498785,425982
47078,502584,425983
47368,503189,425983
47568,503243,425983
47637,504388,425983
46916,503354,425985
47122,503210,425985
79336,520436,425987
79338,520436,425987
79416,520436,425987
79417,520436,425987
47038,502700,426000
47490,503110,426003
47499,503110,426003
79141,500889,426006
79182,500889,426006
79270,500890,426006
79271,500890,426006
79298,500890,426006
79299,500890,426006
47482,503035,426013
47387,504392,426016
47494,504392,426016
79622,520620,426019
79862,520620,426019
79863,520620,426019
79864,520620,426019
79865,520620,426019
79866,520620,426019
79867,520620,426019
79143,500188,426022
46817,503252,426026
41991,476122,426033
47215,503148,426034
79195,498913,426036
79199,498913,426036
46778,502481,426039
79272,498464,426040
79285,498464,426040
79289,498464,426040
47626,503409,426042
79507,520614,426042
79137,498776,426046
46931,501555,426047
79236,498868,426048
58380,476465,426055
79203,498060,426055
79204,498060,426055
47201,503307,426061
46783,503247,426062
79828,516792,426068
46881,503328,426070
47524,503328,426070
46920,503971,426071
46871,501591,426073
47361,501591,426073
46768,503426,426076
46784,503426,426076
47602,503426,426076
47603,503426,426076
90059,520530,426081
47294,503012,426085
47542,503012,426085
79275,496582,426085
79307,496582,426085
79308,496582,426085
79124,498723,426092
46733,502867,426095
46904,502867,426095
47321,502867,426095
47395,502088,426096
47483,503858,426096
47484,503858,426096
46951,503062,426098
46952,503062,426098
47296,503496,426098
46809,502500,426100
47396,503470,426102
46770,503351,426103
46946,504285,426107
46736,503480,426109
46737,503480,426109
47319,503275,426109
47320,503275,426109
71355,504673,426114
71356,504673,426114
71360,504673,426114
71361,504673,426114
71363,504673,426114
79309,500900,426118
79310,500900,426118
79311,500900,426118
79312,500900,426118
46991,503193,426124
46995,503193,426124
71367,504756,426128
46849,503439,426136
47210,503471,426136
47309,502522,426137
47465,502522,426137
47638,501518,426140
47615,502129,426143
47621,502129,426143
47627,502129,426143
30141,494999,426149
46918,503362,426152
79770,521296,426155
79264,497444,426159
79874,520373,426160
46855,503316,426161
79659,520731,426162
47061,503098,426165
47138,503098,426165
46743,501524,426169
46843,501524,426169
46878,501524,426169
79594,520902,426172
79711,520902,426172
79540,521198,426173
41960,476016,426175
79532,521210,426177
79121,498887,426179
79164,498887,426179
79210,495388,426183
79211,495388,426183
79464,521173,426184
79321,520368,426187
78419,535317,426191
78533,535317,426191
79162,498689,426194
79163,498689,426194
79165,498689,426194
46910,503337,426195
47171,503877,426195
79553,521068,426195
79160,495541,426197
79169,496800,426200
46752,503238,426201
79463,520897,426203
79799,520726,426207
79186,498701,426209
79177,498744,426211
46718,503834,426213
46850,503834,426213
46780,502548,426218
46781,502548,426218
78722,535306,426223
78723,535306,426223
78724,535306,426223
79176,495381,426227
29912,495187,426228
46807,503325,426229
46968,503325,426229
79314,497436,426229
79668,521691,426229
47481,503563,426239
71359,505120,426244
46950,503801,426247
46996,503801,426247
79129,498327,426250
79170,495387,426250
47382,503362,426252
47330,503565,426253
47434,503565,426253
46728,503455,426255
47553,503115,426255
46879,503801,426258
47186,503516,426259
79258,498776,426260
46887,503404,426262
47353,503302,426262
47500,503302,426262
47424,503250,426263
79804,520479,426263
79808,520479,426263
79846,520479,426263
79848,520479,426263
46824,503754,426268
46858,503754,426268
46859,503754,426268
79491,522227,426268
79492,522227,426268
47068,503311,426273
46912,503525,426274
30288,494123,426275
79516,516676,426275
79517,516676,426275
79518,516676,426275
46856,503254,426278
47050,503851,426278
47408,503254,426278
47438,503254,426278
47567,503254,426278
47352,503701,426279
47547,503275,426279
47558,503040,426280
30207,494951,426281
47143,503219,426281
47019,504019,426282
47020,504019,426282
46941,503076,426283
46821,502837,426284
46962,502837,426284
47311,502837,426284
47511,502837,426284
47570,502837,426284
79448,516559,426284
79449,516559,426284
79656,520450,426284
79762,516559,426284
47536,503610,426285
47185,503439,426287
29895,495259,426289
29925,495264,426289
30159,495259,426289
30229,495259,426289
30008,495031,426290
47000,503244,426290
47276,503244,426290
47388,503244,426290
79545,516537,426290
41806,475997,426295
79319,500329,426295
46891,503415,426296
30003,494900,426300
46717,502800,426300
46775,502800,426300
47086,503184,426300
47295,503278,426300
79118,495477,426301
79468,520418,426301
79609,520422,426301
79610,520422,426301
79831,520422,426301
79845,520422,426301
79847,520422,426301
48868,474302,426302
47384,503145,426303
47605,503145,426303
47606,503145,426303
79384,520453,426306
46709,503671,426307
47065,503339,426307
47292,503671,426307
47317,503339,426307
47070,503769,426309
79138,495324,426309
79139,495324,426309
79140,495324,426309
46979,503273,426310
46980,503273,426310
47235,503273,426310
47238,503273,426310
47081,503452,426313
47085,503452,426313
47247,503452,426313
47252,503452,426313
47253,503452,426313
47531,503452,426313
47573,503452,426313
30050,495144,426315
46997,503146,426315
47156,503146,426315
47362,503146,426315
47427,503146,426315
47442,503146,426315
47450,503146,426315
47538,503146,426315
47557,503146,426315
47582,503146,426315
79479,516693,426315
79480,516693,426315
79519,516693,426315
46772,503798,426317
47543,503207,426318
47009,503245,426320
47010,503245,426320
47183,503245,426320
46965,503811,426322
46966,503811,426322
47064,503811,426322
70258,504319,426322
70349,504319,426322
70352,504319,426322
70479,504319,426322
70649,504319,426322
70766,504319,426322
70767,504319,426322
70775,504319,426322
70810,504319,426322
79550,516640,426322
46774,503244,426323
48894,481546,426323
79221,498758,426324
79222,498758,426324
46763,503400,426326
46788,503400,426326
46793,503400,426326
46822,503400,426326
46915,503400,426326
46921,503400,426326
46949,503400,426326
47128,503400,426326
47151,503400,426326
47444,503797,426326
30174,495151,426328
46947,503866,426328
47197,503720,426328
47032,503140,426330
47376,503726,426331
47148,503923,426333
29880,494967,426334
29900,494967,426334
29963,494967,426334
29983,494967,426334
46880,503366,426334
47479,503366,426334
47593,503368,426334
47607,503167,426334
79583,520683,426337
79802,520773,426337
79747,520849,426338
46713,503310,426339
46725,503310,426339
46726,503310,426339
46727,503310,426339
46755,503310,426339
46760,503310,426339
46838,503310,426339
46839,503310,426339
47066,503310,426339
47105,503310,426339
47106,503310,426339
47226,503310,426339
47328,503310,426339
47329,503310,426339
47346,503310,426339
47420,503310,426339
47423,503310,426339
30025,495220,426340
47031,503150,426340
71322,504265,426340
48713,473096,426341
46826,503066,426342
47108,503750,426343
47109,503750,426343
47508,503313,426343
79514,516571,426345
29943,495351,426351
29955,494759,426351
79255,497415,426351
47503,503394,426353
79371,520932,426353
79390,520932,426353
47084,503394,426354
47173,503394,426354
47409,503236,426354
70363,504537,426354
70417,504537,426354
71120,504537,426354
71334,504537,426354
79148,500260,426354
79481,520586,426355
47130,502404,426356
47463,502404,426356
79120,495598,426358
46930,503437,426359
47480,503437,426359
47560,503178,426362
47205,503792,426363
47525,503792,426363
46719,503394,426366
46745,503394,426366
46754,503394,426366
46831,503394,426366
47076,503394,426366
47132,503394,426366
47133,503394,426366
47134,503394,426366
47272,503394,426366
47492,503394,426366
47597,503394,426366
47206,503971,426368
30172,494688,426369
79620,516570,426369
79651,516570,426369
47521,503164,426370
46741,503314,426371
46747,503314,426371
46785,503314,426371
46851,503314,426371
46874,503314,426371
46977,503314,426371
47006,503314,426371
47007,503314,426371
47008,503314,426371
47087,503314,426371
47121,503314,426371
47129,503314,426371
47141,503314,426371
47170,503314,426371
47326,503314,426371
47364,503314,426371
47400,503314,426371
47433,503314,426371
47496,503314,426371
47537,503314,426371
47551,503314,426371
47189,503337,426372
70353,505043,426372
70718,505043,426372
70723,505043,426372
70735,505043,426372
70883,505043,426372
70893,505043,426372
71032,505043,426372
71033,505043,426372
71108,505043,426372
71121,505043,426372
71147,505043,426372
71148,505043,426372
71164,505043,426372
71212,505043,426372
71213,505043,426372
71222,504415,426372
71224,505043,426372
71226,505043,426372
71264,505043,426372
71325,505043,426372
47162,503420,426377
47371,503046,426380
57982,503046,426380
79155,498781,426380
79156,498781,426380
48809,473524,426382
79369,516554,426382
47548,502182,426388
29974,495103,426392
47115,502761,426394
79621,516543,426394
30092,495069,426396
79278,497174,426398
79345,521178,426398
79498,521178,426398
79404,521100,426400
79405,521100,426400
79434,521100,426400
79870,520975,426400
46803,503345,426403
46811,503345,426403
46899,503345,426403
46900,503345,426403
46901,503345,426403
46902,503345,426403
46903,503345,426403
47013,503345,426403
47014,503345,426403
47079,503345,426403
47080,503345,426403
47102,503345,426403
47216,503345,426403
47333,503345,426403
47412,503345,426403
47414,503345,426403
47421,503345,426403
47428,503345,426403
47430,503345,426403
47431,503345,426403
47432,503345,426403
47455,503345,426403
47491,503345,426403
47518,503345,426403
47541,503345,426403
47544,503345,426403
47572,503345,426403
47580,503345,426403
47581,503345,426403
47587,503345,426403
70703,504724,426404
30131,494588,426406
78025,534875,426406
79315,497294,426408
79316,497294,426408
79744,520344,426408
47248,503148,426413
46732,503953,426414
48620,473524,426414
30178,494533,426423
30253,494504,426426
78905,534836,426429
47120,503547,426434
47097,503313,426435
30053,494012,426439
46833,504053,426440
46735,504060,426443
46828,504060,426443
46749,504066,426445
46802,504066,426445
78207,534874,426445
46846,503859,426450
79602,520654,426450
47241,503624,426453
47546,504096,426453
47631,501870,426453
47506,504121,426455
46805,503291,426458
47290,504108,426458
47306,504108,426458
47397,503291,426458
47399,503291,426458
79467,521057,426460
79500,521057,426460
46836,503400,426461
46830,504277,426463
46935,503230,426465
46992,503230,426465
46999,503230,426465
47445,503230,426465
47466,503230,426465
79761,520049,426466
46762,502331,426467
46806,502331,426467
46810,502331,426467
46885,504163,426467
46894,504163,426467
46897,504163,426467
46907,504163,426467
46908,504163,426467
46928,504163,426467
46971,502331,426467
46988,502331,426467
46993,502331,426467
47039,502331,426467
47100,502331,426467
47149,502331,426467
47158,502331,426467
47316,502331,426467
47342,502331,426467
47389,502331,426467
47456,502331,426467
47526,502331,426467
47528,502331,426467
47545,502331,426467
47550,502331,426467
47563,502331,426467
47577,502331,426467
47590,502331,426467
47604,502331,426467
46926,503317,426468
46960,503430,426469
46998,503430,426469
47155,503039,426469
47249,503430,426469
47398,503307,426471
79614,516580,426472
47619,503183,426475
46896,503373,426477
46938,503373,426477
47213,503373,426477
79665,520259,426477
79666,520259,426477
79775,520259,426477
47124,503375,426478
79578,519994,426478
46798,503144,426479
47476,504187,426480
47477,504187,426480
46842,504207,426484
29909,493668,426485
79597,520708,426487
79598,520708,426487
46852,503182,426489
46913,503182,426489
47223,503182,426489
47244,503182,426489
47245,503182,426489
47334,503182,426489
79713,520708,426492
47366,502956,426493
47613,502956,426493
30186,495157,426494
47609,503503,426494
79260,497086,426494
89945,497086,426494
30156,494947,426495
30270,494947,426495
46382,494947,426495
46963,503099,426495
46964,503099,426495
47016,503097,426495
47022,503099,426495
47035,503099,426495
47071,503099,426495
47072,503099,426495
47094,503099,426495
47144,503099,426495
47202,503099,426495
47242,503099,426495
79538,520327,426495
29852,494412,426496
46750,503461,426499
46834,503461,426499
46925,503461,426499
46976,503461,426499
46986,503461,426499
46989,503461,426499
47034,503461,426499
47048,503461,426499
47175,503461,426499
47181,503461,426499
47182,503461,426499
47198,503461,426499
47426,503461,426499
46711,504100,426500
46714,502100,426500
46782,502100,426500
46983,502100,426500
47169,502100,426500
47236,502100,426500
29888,494200,426501
47055,504045,426503
47088,504052,426504
47036,503099,426508
47037,503099,426508
79576,520025,426508
46738,503281,426509
47610,503281,426509
30115,494478,426510
58614,523822,426510
79589,520631,426510
90049,520631,426510
46827,503785,426512
46967,504062,426512
46969,504062,426512
108159,496959,426512
47262,503300,426514
47271,503300,426514
47566,503300,426514
79441,520666,426514
79534,520666,426514
79593,520666,426514
79619,520666,426514
30072,493587,426515
30073,493587,426515
30274,495383,426515
79184,498601,426516
30218,494868,426517
30219,494868,426517
47095,504210,426519
29964,494767,426521
47288,504018,426521
47392,504144,426522
47447,504144,426522
47303,503478,426523
47033,503133,426524
70367,504355,426525
70368,504355,426525
46884,503054,426526
47030,504229,426527
79824,520802,426527
79883,520624,426527
46883,503280,426528
47620,503906,426530
29936,493802,426531
29937,493802,426531
30189,493802,426531
29875,495121,426533
29898,493796,426533
29919,495121,426533
29956,493796,426533
29988,495121,426533
30077,495121,426533
29916,495179,426534
46757,504147,426534
46759,504147,426534
46816,503539,426534
46818,504147,426534
46865,504147,426534
46866,504147,426534
46867,504147,426534
46886,504147,426534
46906,504147,426534
46955,504147,426534
47012,504147,426534
47015,504147,426534
47103,504147,426534
47214,504147,426534
47221,504147,426534
47231,504147,426534
47380,504147,426534
47381,504147,426534
47439,503539,426534
47564,503539,426534
47594,503535,426534
47600,503539,426534
46761,504286,426535
46841,504286,426535
46844,504286,426535
46845,504286,426535
46853,504286,426535
46937,503861,426535
46944,504286,426535
47018,504286,426535
47053,504286,426535
47159,504286,426535
47160,504286,426535
47220,504286,426535
47340,504286,426535
47372,504286,426535
47378,504286,426535
47401,504286,426535
47403,504286,426535
47405,504286,426535
47441,504286,426535
47486,504286,426535
47488,504286,426535
47562,504286,426535
47629,504286,426535
29903,494706,426539
47093,502621,426539
47300,503539,426541
47301,503539,426541
47302,503539,426541
47358,503539,426541
47519,503539,426541
47073,504022,426545
47075,504022,426545
47589,504187,426546
46924,503274,426548
46934,503274,426548
79279,497227,426548
79280,497227,426548
46872,503193,426551
47047,503193,426551
47004,503457,426552
46799,502698,426553
30230,495220,426554
47161,501887,426555
79642,520160,426556
29857,494781,426560
47297,503024,426561
46876,503966,426562
46877,503966,426562
47090,503966,426562
47110,503966,426562
47190,503966,426562
47530,503966,426562
47532,503966,426562
47561,503966,426562
47137,503460,426569
47266,503286,426571
47267,503286,426571
47275,503286,426571
47415,503286,426571
47549,503286,426571
79402,520170,426571
29913,495098,426574
47005,504181,426574
47217,504181,426574
29940,493934,426575
30060,494794,426575
47507,504181,426578
70761,504330,426583
71056,504816,426585
71057,504816,426585
46840,504179,426588
47001,503910,426588
47002,503910,426588
47003,503910,426588
47222,503169,426588
48630,473507,426589
30286,494181,426592
17412,504022,426594
47417,503399,426595
47571,503684,426595
30205,494161,426596
47325,504141,426597
70666,504306,426597
70672,504306,426597
70764,504306,426597
70838,504306,426597
70932,504306,426597
46882,503469,426598
70762,504325,426598
70778,504325,426598
70846,504325,426598
70924,504325,426598
70976,504325,426598
71015,504529,426600
70951,504312,426603
30016,494888,426605
30023,494888,426605
30161,494888,426605
30243,494784,426605
78548,535106,426605
78672,535106,426605
78700,534950,426605
30057,493837,426607
30028,495258,426608
47618,503095,426612
47470,504249,426615
46832,503040,426616
46923,503040,426616
46857,504081,426617
47327,504081,426617
79107,496979,426617
79108,496979,426617
82656,506743,426622
70740,504303,426625
70836,504303,426625
47474,503410,426627
47475,503410,426627
47089,503390,426628
30129,493755,426629
46715,503119,426629
47219,504048,426630
70300,504517,426633
70530,504794,426633
70748,504517,426633
70887,504517,426633
70908,504517,426633
71051,504517,426633
71073,504517,426633
71074,504517,426633
71292,504517,426633
47145,502927,426637
47180,503738,426638
47575,503738,426638
79288,495534,426638
47335,504208,426639
47336,504208,426639
29896,494941,426640
30142,493745,426641
70549,505217,426642
47527,502440,426645
47139,504195,426646
46875,503865,426648
47437,503865,426648
47487,502000,426648
70985,504970,426648
71068,504480,426648
47574,504239,426654
47633,502914,426654
70239,504545,426655
70241,504545,426655
47614,502348,426657
71282,504647,426657
71284,504647,426657
30147,495286,426658
30183,495286,426658
47136,503868,426662
47413,503868,426662
46720,502987,426664
46789,504005,426665
46911,503429,426667
79287,496872,426671
30134,495179,426673
30135,495179,426673
30154,495421,426673
30155,495421,426673
46776,502201,426673
70834,504285,426674
46948,503478,426676
47154,503694,426676
47578,503694,426676
29886,494399,426677
29892,494399,426677
29905,494399,426677
29981,494399,426677
29997,494399,426677
29998,494399,426677
29999,494399,426677
47318,503343,426678
29868,494210,426679
46800,503472,426679
70599,504941,426680
71163,504991,426681
46820,503040,426684
30074,495224,426687
30167,493720,426687
30168,493720,426687
30242,494216,426688
70727,504784,426688
70734,504784,426688
30068,493752,426690
30082,493752,426690
30227,493752,426690
30287,494801,426690
47386,503342,426691
79378,516950,426691
47501,503107,426693
29971,494752,426694
29973,494752,426694
29976,494752,426694
79676,520193,426697
30087,493974,426699
30088,493974,426699
30170,495212,426699
30171,495212,426699
47337,502822,426703
46864,503702,426707
71026,505148,426707
30266,493724,426708
78031,534845,426708
29901,494600,426710
46815,504189,426710
47478,504189,426710
78039,534692,426711
78157,534692,426711
78371,534692,426711
78937,534692,426711
46794,503687,426712
46796,503687,426712
70251,505216,426713
71159,505216,426713
79117,496860,426713
79144,496860,426713
70856,504311,426717
29982,495195,426725
47200,503969,426726
47250,503969,426726
30211,495140,426727
71189,504528,426727
46716,503400,426731
47495,504117,426731
47104,502954,426732
47178,502954,426732
79682,520063,426733
46914,503510,426738
47117,503510,426738
70687,504448,426739
70393,504313,426742
70476,504313,426742
29904,494468,426743
79253,496612,426745
79268,496612,426745
79269,496612,426745
79301,496612,426745
84329,507128,426745
86245,507128,426745
47612,503714,426746
47628,502216,426749
70276,504593,426750
70338,504593,426750
70448,504593,426750
70449,504593,426750
70455,504593,426750
70456,504593,426750
70563,504593,426750
29869,494515,426751
71266,504191,426751
46982,503473,426752
46985,503473,426752
30254,495230,426753
71351,504890,426753
70304,504322,426756
70818,504500,426757
70819,504500,426757
71099,504500,426757
71100,504500,426757
30035,493737,426758
47111,502939,426758
47363,502939,426758
47471,502939,426758
47472,502939,426758
47473,502939,426758
29952,494829,426759
47054,503325,426759
30110,494730,426762
46975,502988,426762
47040,502988,426762
46724,503663,426763
46758,503663,426763
46766,503663,426763
46862,503663,426763
30133,494869,426764
47029,503778,426764
70235,504695,426765
70240,504695,426765
70255,504694,426765
70262,504695,426765
70277,504694,426765
70286,504694,426765
70335,504694,426765
70376,504694,426765
70392,504694,426765
70575,504563,426765
70889,504694,426765
70900,504351,426765
70911,504694,426765
71050,504694,426765
71058,504695,426765
71116,504694,426765
71161,504694,426765
71178,504694,426765
71195,504695,426765
71277,504695,426765
71278,504695,426765
47517,503013,426766
79095,496594,426766
79097,496594,426766
79109,496594,426766
79122,496594,426766
79125,496594,426766
79134,496594,426766
79150,496594,426766
79167,496594,426766
79168,496594,426766
79171,496594,426766
79178,496594,426766
79212,496594,426766
79213,496594,426766
79245,496594,426766
70490,504884,426767
70796,504884,426767
71030,504884,426767
71119,504686,426767
71165,504884,426767
71321,504884,426767
30139,494525,426768
30162,494525,426768
30235,493899,426769
46742,503702,426771
46744,503702,426771
71324,504327,426772
47634,503344,426773
70478,504420,426773
71211,504420,426773
70401,504426,426774
70783,504426,426774
90280,507058,426774
90405,507058,426774
29907,494441,426775
29915,494441,426775
29917,494441,426775
29923,494441,426775
29926,494441,426775
29929,494441,426775
29930,494441,426775
29931,494441,426775
29938,494441,426775
29939,494441,426775
29941,494441,426775
29942,494441,426775
29945,494441,426775
29969,494441,426775
30245,494441,426775
30255,494441,426775
30257,494441,426775
70400,504430,426775
70719,504430,426775
70744,504430,426775
29853,494737,426776
30093,493650,426777
70566,504469,426777
70411,504413,426778
70412,504413,426778
30284,495195,426779
47584,502961,426779
70967,504474,426779
71066,504474,426779
78840,504474,426779
49059,483615,426783
47060,504137,426784
47140,504137,426784
47293,504137,426784
47356,503372,426784
47416,504137,426784
70371,505280,426785
70572,505280,426785
71296,505303,426785
71352,504970,426785
71353,504970,426785
30192,494461,426786
30196,494461,426786
30210,494461,426786
70919,504309,426788
71174,504309,426788
71191,504309,426788
71233,504309,426788
30031,494858,426789
47611,503227,426791
47625,503291,426791
79878,517446,426791
70373,504243,426793
70374,504243,426793
70757,504359,426793
71194,504359,426793
71196,504359,426793
71289,504359,426793
70803,504306,426794
70935,504306,426794
71175,504306,426794
71183,504306,426794
71216,504537,426794
71280,504306,426794
71048,504537,426796
71197,504537,426796
71198,504537,426796
71255,504447,426797
70432,504965,426799
70959,504965,426799
47259,503353,426800
79100,495599,426802
79101,495599,426802
29887,494342,426803
71146,505874,426804
47512,502026,426806
46957,503015,426807
46958,503015,426807
71043,505261,426808
70522,505134,426809
70625,505134,426809
70632,505134,426809
70633,505134,426809
70645,505134,426809
70651,505134,426809
70681,505134,426809
70684,505134,426809
70705,505134,426809
70771,505134,426809
70872,505134,426809
70882,505134,426809
70920,505134,426809
70975,505134,426809
71020,505134,426809
71029,505134,426809
71070,505134,426809
71109,505134,426809
71285,505134,426809
71286,505134,426809
71287,505134,426809
86724,507080,426810
70691,504340,426811
30237,493657,426812
30034,493723,426813
30160,494431,426817
30252,494431,426817
70517,504408,426818
70587,504408,426818
47379,503539,426819
70854,504600,426819
71132,504600,426819
71151,504600,426819
71157,504600,426819
71158,504600,426819
71254,504600,426819
30272,494474,426820
70421,504374,426821
70472,504374,426821
70503,504368,426821
30184,495038,426822
71281,504386,426823
71283,504386,426823
70902,505299,426824
70259,504723,426828
70260,504723,426828
70827,504723,426828
79248,495663,426828
29918,494249,426830
29924,494249,426830
29975,494249,426830
30071,494249,426830
30099,494249,426830
30190,494249,426830
30199,494249,426830
30260,494249,426830
30261,494249,426830
70383,504661,426831
46739,503343,426835
78536,534961,426835
78537,534961,426835
84419,507377,426836
85128,507377,426836
87101,507377,426836
70743,504238,426838
70295,505279,426840
70315,505279,426840
70316,505279,426840
47308,502336,426841
46837,502924,426842
47051,503292,426843
29932,494589,426844
30066,495012,426844
46973,504055,426844
46814,503991,426846
47254,503832,426849
47092,503734,426850
70470,504956,426850
70500,504956,426850
71036,504956,426850
70357,505204,426852
71203,505204,426852
79215,495820,426853
70325,504395,426855
70355,504395,426855
29885,494620,426856
47332,502466,426858
71240,504959,426859
71241,504959,426859
30014,494326,426861
47608,504028,426863
29910,494469,426868
29946,494469,426868
29984,494469,426868
29991,494469,426868
30019,494469,426868
30020,494469,426868
30239,494469,426868
79196,495768,426869
79197,495768,426869
30098,493703,426870
30018,494583,426872
30137,494589,426872
78337,534664,426873
70419,505008,426874
70787,504745,426875
70804,504745,426875
71204,504745,426875
70905,504495,426876
30059,495036,426878
30011,493932,426881
70273,504751,426881
70281,504751,426881
70333,504751,426881
70339,504751,426881
70344,504751,426881
70380,504751,426881
70396,504751,426881
70399,504751,426881
70403,504751,426881
70413,504751,426881
70414,504751,426881
70474,504751,426881
70529,504751,426881
70584,504751,426881
70586,504751,426881
70594,504751,426881
70595,504751,426881
70643,504751,426881
70657,504751,426881
70658,504751,426881
70678,504751,426881
70680,504751,426881
70689,504751,426881
70713,504751,426881
70747,504751,426881
70749,504751,426881
70750,504751,426881
70763,504751,426881
70768,504751,426881
70772,504751,426881
70779,504751,426881
70780,504751,426881
70781,504751,426881
70788,504751,426881
70789,504751,426881
70791,504751,426881
70792,504751,426881
70808,504751,426881
70809,504751,426881
70814,504751,426881
70815,504751,426881
70843,504751,426881
70878,504751,426881
70907,504751,426881
70915,504751,426881
70916,504751,426881
70946,504751,426881
71013,504751,426881
71059,504751,426881
71097,504751,426881
71124,504751,426881
71170,504751,426881
71257,504751,426881
70272,505106,426882
79103,495534,426882
79133,495534,426882
47184,503828,426885
47191,503828,426885
30289,494232,426888
89447,507470,426889
29996,495272,426890
29978,495128,426894
30005,495128,426894
30075,495128,426894
30104,495128,426894
57976,502621,426896
70407,504203,426896
70550,504203,426896
70551,504203,426896
70622,504203,426896
70965,504203,426896
71009,504203,426896
29889,493700,426900
58752,522400,426900
79158,498988,426900
46929,503300,426904
47234,503300,426904
29860,494676,426909
70278,504894,426915
70319,505318,426917
71104,504425,426918
71106,504425,426918
71242,504425,426918
71243,504425,426918
86270,507393,426918
86856,507393,426918
86909,507393,426918
98923,504273,426918
98930,504273,426918
98938,504273,426918
98953,504273,426918
98974,504273,426918
98984,504273,426918
98996,504273,426918
98999,504273,426918
99000,504273,426918
99047,504273,426918
99049,504273,426918
99095,504273,426918
99116,504273,426918
99119,504273,426918
99158,504273,426918
99185,504273,426918
99232,504273,426918
99235,504273,426918
99255,504273,426918
99257,504273,426918
99335,504273,426918
99338,504273,426918
99340,504273,426918
99358,504273,426918
99377,504273,426918
99411,504273,426918
99412,504273,426918
99414,504273,426918
99419,504273,426918
99421,504273,426918
99427,504273,426918
99447,504273,426918
99454,504273,426918
99455,504273,426918
99458,504273,426918
99494,504273,426918
99544,504273,426918
99545,504273,426918
99555,504273,426918
99585,504273,426918
99626,504273,426918
99639,504273,426918
99654,504273,426918
99656,504273,426918
99658,504273,426918
99659,504273,426918
99672,504273,426918
99676,504273,426918
99678,504273,426918
99683,504273,426918
99688,504273,426918
99693,504273,426918
99713,504273,426918
99746,504273,426918
99756,504273,426918
99763,504273,426918
99764,504273,426918
99778,504273,426918
99888,504273,426918
99893,504273,426918
99923,504273,426918
99937,504273,426918
100009,504273,426918
100037,504273,426918
100038,504273,426918
100063,504273,426918
100094,504273,426918
100117,504273,426918
100120,504273,426918
100149,504273,426918
100152,504273,426918
100157,504273,426918
100195,504273,426918
100235,504273,426918
100257,504273,426918
100260,504273,426918
100278,504273,426918
100295,504273,426918
100299,504273,426918
100328,504273,426918
100345,504273,426918
100392,504273,426918
100405,504273,426918
100406,504273,426918
100448,504273,426918
100451,504273,426918
100452,504273,426918
100473,504273,426918
100478,504273,426918
100564,504273,426918
100578,504273,426918
100590,504273,426918
100616,504273,426918
100622,504273,426918
100624,504273,426918
100631,504273,426918
100655,504273,426918
100659,504273,426918
100672,504273,426918
100708,504273,426918
100720,504273,426918
100730,504273,426918
100733,504273,426918
100798,504273,426918
100830,504273,426918
100844,504273,426918
100845,504273,426918
100846,504273,426918
100851,504273,426918
100852,504273,426918
100853,504273,426918
100854,504273,426918
100855,504273,426918
100867,504273,426918
100868,504273,426918
100885,504273,426918
100897,504273,426918
100916,504273,426918
100923,504273,426918
100924,504273,426918
100925,504273,426918
100939,504273,426918
100951,504273,426918
100970,504273,426918
100973,504273,426918
100977,504273,426918
100992,504273,426918
101002,504273,426918
101037,504273,426918
101042,504273,426918
101044,504273,426918
101057,504273,426918
101062,504273,426918
101093,504273,426918
101178,504273,426918
101229,504273,426918
101259,504273,426918
101266,504273,426918
101267,504273,426918
101272,504273,426918
101329,504273,426918
101341,504273,426918
101342,504273,426918
101361,504273,426918
101391,504273,426918
101399,504273,426918
101400,504273,426918
101403,504273,426918
101420,504273,426918
101442,504273,426918
101459,504273,426918
101483,504273,426918
101513,504273,426918
101580,504273,426918
102034,504273,426918
102143,504273,426918
102144,504273,426918
102185,504273,426918
102193,504273,426918
102194,504273,426918
102200,504273,426918
78989,534865,426920
47044,504091,426922
47116,504091,426922
47187,502685,426922
47374,502685,426922
70798,504238,426925
70608,505209,426926
30045,494873,426927
49060,475831,426929
70438,504421,426929
70682,504421,426929
29894,493936,426930
30000,494221,426931
70229,505330,426931
70252,505330,426931
70282,505330,426931
70612,505330,426931
70696,505330,426931
70702,505330,426931
70769,505330,426931
70826,505330,426931
70831,505330,426931
70866,505330,426931
70867,505330,426931
71042,504331,426933
70699,505002,426934
70832,505002,426934
47207,503335,426938
47285,503335,426938
47286,503335,426938
47322,503335,426938
47323,503335,426938
47365,503335,426938
47565,503335,426938
82990,507309,426939
83748,507309,426939
83944,507309,426939
88132,507309,426939
88858,507309,426939
89393,507310,426939
70415,504495,426941
